cmy_bookID,title,date,genre_old,genre,category,format,publisher,serialization,illustrator,notes,display_title,sort_title,","
253,<i>Questions on the Catechism</i>. Reprinted from The Monthly Paper of Sunday Teaching.,1869,theology,theology,Non-fiction,book,London: J. and C. Mozley,The Monthly Paper of Sunday Teaching.,NA,"CMY refers to this among her own works in a letter to Macmillan, so although the book is anonymous, and not listed by Coleridge, the attribution seems safe.  It is listed, undated, by Battiscombe and Laski as owned by a member of the CMY Society.",Questions on the Catechism. Reprinted from The Monthly Paper of Sunday Teaching.,Questions on the Catechism,
254,"\'Real Childhood, A\' By Miss Yonge",1892,"Non-Fiction, reminiscences.","Non-Fiction, reminiscences.",Non-fiction,Article in Journal,<i>Mothers in Council</i> 2:5 (April 1892) 87-94,NA,NA,NA,"'Real Childhood, A' By Miss Yonge","'Real Childhood, A' By Miss Yonge",
255,\'My Reading\' By the Editor,1892,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,<i>Mothers in Council</i> 2:5 (April 1892) 87-94,NA,NA,NA,'My Reading' By the Editor,'My Reading' By the Editor,
256,"\'Meeting at Sion College, The\' by C. M. Yonge",1892,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 2: 8 (October 1892) 193-194,NA,NA,NA,"'Meeting at Sion College, The' by C. M. Yonge","'Meeting at Sion College, The' by C. M. Yonge",
257,"\'Real Childhood- My Play Times, A\'",1892,"Non-fiction, reminiscences","Non-fiction, reminiscences",Non-fiction,Article in Journal,<i>Mothers in Council</i> 2:8 (October 1892) 204-10,NA,NA,NA,"'Real Childhood- My Play Times, A'","'Real Childhood- My Play Times, A'",
258,"\'Real Childhood- the Teens, A\' by C. M. Yonge",1893,"Non-fiction, reminiscences","Non-fiction, reminiscences",Non-fiction,Article in Journal,<i>Mothers in Council</i> 3: 9 (January 1893) 15-21,NA,NA,NA,"'Real Childhood- the Teens, A' by C. M. Yonge","'Real Childhood- the Teens, A' by C. M. Yonge",
259,"\'World, The\' by C. M. Yonge",1893,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 3:9 (April 1893) 65-7,NA,NA,NA,"'World, The' by C. M. Yonge","'World, The' by C. M. Yonge",
260,"\'Annunciation, The\' by C.M.Yonge",1893,verse,verse,Non-fiction,Poem in Journal,<i>Mothers in Council</i> 3:10 (April 1893) 65-67,NA,NA,NA,"'Annunciation, The' by C.M.Yonge","'Annunciation, The' by C.M.Yonge",
261,\'Mothers to the Front\' by C. M. Yonge,1893,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 3:10 (April 1893) 67-73,NA,NA,NA,'Mothers to the Front' by C. M. Yonge,'Mothers to the Front' by C. M. Yonge,
262,"\'Real Childhood- Young Ladyhood, A\' by C. M. Yonge",1893,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 3:12 (October 1893) 218-223,NA,NA,NA,"'Real Childhood- Young Ladyhood, A' by C. M. Yonge","'Real Childhood- Young Ladyhood, A' by C. M. Yonge",
263,\'Literature for Mothers and Children\' by C. M. Yonge,1894,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,<i>Mothers in Council</i> 4:13 (January 1894) 49-60,NA,NA,NA,'Literature for Mothers and Children' by C. M. Yonge,'Literature for Mothers and Children' by C. M. Yonge,
264,\'What can be done for our women?\' By C. M. Yonge,1894,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 4:14 (April 1894) 115-123,NA,NA,NA,'What can be done for our women?' By C. M. Yonge,'What can be done for our women?' By C. M. Yonge,
265,\'Three Generations- Heredity\' by C. M. Yonge,1895,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 5:18 (April 1895) 74-78,NA,NA,NA,'Three Generations- Heredity' by C. M. Yonge,'Three Generations- Heredity' by C. M. Yonge,
266,\'Doctrine and Practice\' by C. M. Yonge,1895,"Non-fiction, theology","Non-fiction, theology",Non-fiction,Article in Journal,<i>Mothers in Council</i> 5:19 (July 1895) 151-157,NA,NA,NA,'Doctrine and Practice' by C. M. Yonge,'Doctrine and Practice' by C. M. Yonge,
267,\'Three Generations- Crude Girlhood\' by C. M. Yonge,1895,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 5:20 (October 1895) 217-226,NA,NA,NA,'Three Generations- Crude Girlhood' by C. M. Yonge,'Three Generations- Crude Girlhood' by C. M. Yonge,
268,\'John Keble\',1888,"Non-fiction, biographical article","Non-fiction, biographical article",Non-fiction,Article in Journal,<i>Atalanta</i> (May 1888) 466-71,NA,NA,NA,'John Keble','John Keble',
269,<i>Deacon\'s Book of Dates</i>,1888,"Non-fiction, historical reference book","Non-fiction, historical reference book",Non-fiction,book,London: C.W.Deacon & Co,NA,NA,NA,Deacon\'s Book of Dates,Deacon\'s Book of Dates,
270,<i>Historical Poetry</i> see <i>Historical Ballads</i>,1883,NA,NA,Editorial work and prefaces,NA,NA,NA,NA,NA,Historical Poetrysee Historical Ballads,Historical Poetry,
271,Conchology articles,1894-7,"Non-fiction, natural history","Non-fiction, natural history",Non-fiction,Articles in Journal,Monthly Packet,NA,NA,"This series of articles on shells, published without any overall title, consisted of the following:
\'The Sailors who Swim from the Head’ MP (September 1894) 310-7
‘Ancient Dyers’ MP (June 1895) 704-11
‘Marble Makers’ MP (September 1895) 331-6
\'Cameos and Porcelain\' MP (March 1896) 317-322
‘Snails’ MP (June 1896) 691-6
‘Venus and Hearts’ MP  (March 1897) 324-7
‘The Sluggish Race’ MP (June 1897) 642-7
‘Bores and Borers’ MP (August 1897) 182-8.",Conchology articles,Conchology articles,
272,\'In memoriam Anne Mozley\' By the Editor,1891,"Non-fiction, obituary","Non-fiction, obituary",Non-fiction,Article in Journal,MP (September 1891) 341,NA,NA,NA,'In memoriam Anne Mozley' By the Editor,'In memoriam Anne Mozley' By the Editor,
273,\'Preface- Arachne in her spectacles\',1875,"Fiction, didactic allegory","Fiction, didactic allegory",Fiction,Article in Journal,MP (Christmas 1875) [v-vi],NA,NA,NA,'Preface- Arachne in her spectacles','Preface- Arachne in her spectacles',
274,\'Arachne\'s Farewell\' signed C. M. Y,1887,verse,verse,Non-fiction,Poem in Journal,MP (April 1887) 394,NA,NA,NA,'Arachne's Farewell' signed C. M. Y,'Arachne's Farewell' signed C. M. Y,
275,\'Arachne\'s Speech\',1874,"Non-fiction, report on submissions","Non-fiction, report on submissions",Non-fiction,Article in Journal,MP (Christmas 1874) 1-3,NA,NA,NA,'Arachne's Speech','Arachne's Speech',
276,"\'Authorship\' [12 in the series \'Work and Workers, by the actual Workers\']",1892,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (September 1892) 296-304,NA,NA,"Reprinted in Battiscombe and Laski, 185-92.","'Authorship' [12 in the series 'Work and Workers, by the actual Workers']","'Authorship' [12 in the series 'Work and Workers, by the actual Workers']",
277,Note to \'The Canterbury Relics\',1888,"Non-fiction, history","Non-fiction, history",Non-fiction,Article in Journal,MP (April 1888) 369,NA,NA,NA,Note to 'The Canterbury Relics',Note to 'The Canterbury Relics',
278,\'Charles Kingsley\' by C. M. Yonge,1891,"non-fiction, review","non-fiction, review",Non-fiction,Article in Journal,MP (September 1891) 283-290,NA,NA,NA,'Charles Kingsley' by C. M. Yonge,'Charles Kingsley' by C. M. Yonge,
279,"\'Church of the Holy Trinity, Winchester\' by C. M. Y. [No. 11 in the Cathedral Sketches series]",1857,"Non-fiction, history","Non-fiction, history",Non-fiction,Article in Journal,MP (March 1857) 303-18,NA,NA,NA,"'Church of the Holy Trinity, Winchester' by C. M. Y. [No. 11 in the Cathedral Sketches series]","'Church of the Holy Trinity, Winchester' by C. M. Y. [No. 11 in the Cathedral Sketches series]",
280,"\'Conversation on Books, A\'",1881-1890,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Articles in Journal,MP,NA,NA,"This series of articles, consisting of a conversation about recent publications, ran frequently from January 1881 to June 1890.  By no means all the articles were written by CMY, for some are signed by others.  However, many are attributed to the Editor, and others include \'Arachne\' a character she assumed in dealings with the Spiders and who voices her opinions.","'Conversation on Books, A'","'Conversation on Books, A'",
281,"\'Conversation on the Girls\' Friendly Society, A\' By the Editor",1882,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (September 1882) 254-261,NA,NA,NA,"'Conversation on the Girls' Friendly Society, A' By the Editor","'Conversation on the Girls' Friendly Society, A' By the Editor",
282,"\'Conversation on Pictures, A\' by C. M. Yonge",1882,"Non-fiction, art criticism","Non-fiction, art criticism",Non-fiction,Article in Journal,MP (June 1882) 586-90,NA,NA,It describes her impressions of the Royal Academy Summer Exhibition of 1882.,"'Conversation on Pictures, A' by C. M. Yonge","'Conversation on Pictures, A' by C. M. Yonge",
283,\'Conversation on the Mothers\' Union\' by the Editor,1887,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (September 1887) 287-292,NA,NA,NA,'Conversation on the Mothers' Union' by the Editor,'Conversation on the Mothers' Union' by the Editor,
284,"\'Cumberland Street Children\'s Hospital, The\'",1871,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>MP</i> (January 1871) 92-96,NA,NA,NA,"'Cumberland Street Children's Hospital, The'","'Cumberland Street Children's Hospital, The'",
285,"\'East Winds of Lent, The\' by C. M. Yonge",1891,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (March 1891) 272-6,NA,NA,NA,"'East Winds of Lent, The' by C. M. Yonge","'East Winds of Lent, The' by C. M. Yonge",
286,\'George Eliot and her Critics\' By the Editor and the author of \'Charles Lowder\' [Maria Trench],1885,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,MP (May 1885) 471-495,NA,NA,NA,'George Eliot and her Critics' By the Editor and the author of 'Charles Lowder' [Maria Trench],'George Eliot and her Critics' By the Editor and the author of 'Charles Lowder' [Maria Trench],
287,\'Hackneys\',1892,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,MP (October 1892) 413-417,NA,NA,The article discusses novel-writing cliches.,'Hackneys','Hackneys',
288,\'Introductory Letter\',1851,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (January 1851) i-iv,NA,NA,NA,'Introductory Letter','Introductory Letter',
289,"\'Ladies\' Association, or, Great Causes helped by Small Means, The\'  by the Editor",1867,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (May 1867) 510-14,NA,NA,NA,"'Ladies' Association, or, Great Causes helped by Small Means, The'  by the Editor","'Ladies' Association, or, Great Causes helped by Small Means, The'  by the Editor",
290,"\'Lectures on Church History, given at Winchester\'  by the Editor",1889,"Non-fiction, theology, history","Non-fiction, theology, history",Non-fiction,Articles in Journal,MP (January 1889-August 1890),NA,NA,"These articles, which appear as both \'Lectures on church history\' and \'Lectures on English church history\' appeared in two series.  It is not clear who the original audience in Winchester were.","'Lectures on Church History, given at Winchester'  by the Editor","'Lectures on Church History, given at Winchester'  by the Editor",
291,\'Letter from Arachne\' in \'Two Girls\' views of the Girlhood Question\',1886,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (May 1886) 482-84,NA,NA,NA,'Letter from Arachne' in 'Two Girls' views of the Girlhood Question','Letter from Arachne' in 'Two Girls' views of the Girlhood Question',
292,\'Lifelong Friends\',1894,"Non-fiction, reminiscences","Non-fiction, reminiscences",Non-fiction,Article in Journal,MP (December 1894) 694-8,NA,NA,"Reprinted in Battiscombe and Laski, 181-4.",'Lifelong Friends','Lifelong Friends',
293,\'New Year\'s Words\' from the Editor,1886,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (January 1886) 41-8,NA,NA,NA,'New Year's Words' from the Editor,'New Year's Words' from the Editor,
294,"\'Nous avons change tout cela, 1850-1890\' by the Editor",1891,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (January 1891) 25-30,NA,NA,NA,"'Nous avons change tout cela, 1850-1890' by the Editor","'Nous avons change tout cela, 1850-1890' by the Editor",
295,\'Preface - Noblesse Oblige\',1876,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (Christmas 1876) 588-91,NA,NA,"CMY\'s introduction to the Christmas number opens with a poem, entitled \'Noblesse Oblige\' which is signed E. E. B. and therefore not by her.",'Preface - Noblesse Oblige','Preface - Noblesse Oblige',
296,\'Seed time at Oxford\',1891,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,MP (May 1891) 495-502,NA,NA,This is a review of Anne Mozley\'s edition of Newman\'s early correspondence and of R. W. Church\'s The Oxford Movement.,'Seed time at Oxford','Seed time at Oxford',
297,\'Easter-tide at Hursley (1866)\',1866,"Non-fiction, biographical article","Non-fiction, biographical article",Non-fiction,Article in Journal,MP (May 1866) 385-91,NA,NA,Obituary of the Rev. John Keble.,'Easter-tide at Hursley (1866)','Easter-tide at Hursley (1866)',
298,"\'Fairford and Hursley Windows, The\'",1866,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>MP</i> (June 1866) 483-90,NA,NA,NA,"'Fairford and Hursley Windows, The'","'Fairford and Hursley Windows, The'",
299,\'Hints on Writing\',1861,Non-fiction,Non-fiction,Non-fiction,Article in Journal,MP (July 1861) 109-13,NA,NA,NA,'Hints on Writing','Hints on Writing',
300,\'One Tragedy averted by Another\',1880,"Non-fiction, translation","Non-fiction, translation",Non-fiction,Article in Journal,MP (May 1880) 499-510,NA,NA,This is described as \'abridged from the French [of Emile Souvestre] by Charlotte M. Yonge\'.,'One Tragedy averted by Another','One Tragedy averted by Another',
301,\'Thoughts on Pictures\',1853,"Non-fiction, art criticism","Non-fiction, art criticism",Non-fiction,Article in Journal,<i>Magazine for the Young</i> (March 1853-October 1856),NA,NA,There is a fictional frame story into which the descriptions of pictures are fitted.,'Thoughts on Pictures','Thoughts on Pictures',
302,“Female Education.”,1866,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Christian Remembrancer</i> Vol 51 (Jan. 1866): 21-49,NA,NA,"Review of <i>Principles of Education, drawn from Nature and Revelation and applied to Female Education in the Upper Classes</i> by Elizabeth Missing Sewell (1865). Identified in letter (20-03-1869) to Alexander Macmillan, MS British Library Add MSS 54920: 227-8



",“Female Education.”,“Female Education.”,
303,\'The American Sanitary Commission\',1866,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Christian Remembrancer</i> Vol 52 (Oct. 1866): 296-323,NA,NA,"Identified in a letter (20-03-1869) to Alexander Macmillan, MS British Library Add MSS 54920: 227-8

",'The American Sanitary Commission','The American Sanitary Commission',
304,“The difficulty of obtaining places for our younger members. By Miss Yonge.” The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,1882,Non-fiction,Non-fiction,Non-fiction,paper in conference proceedings,Winchester: Warren & Son. October 1882: 29-31,NA,NA,"

",“The difficulty of obtaining places for our younger members. By Miss Yonge.” The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,“The difficulty of obtaining places for our younger members. By Miss Yonge.” The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,
305,“The Literature Department.”   The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,1882,Non-fiction,Non-fiction,Non-fiction,article in conference proceedings,Winchester: Warren & Son. October 1882: 41-42,NA,NA,"

",“The Literature Department.”   The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,“The Literature Department.”   The Girls’ Friendly Society. Sixth Winchester Diocesan Meeting.,
306,“Manners and Morals. By Miss Yonge.”,1884,Non-fiction,Non-fiction,Non-fiction,Article in Journal,Girls’ Friendly Society Associates’ Journal and Advertiser. March 1884: 34-35,NA,NA,NA,“Manners and Morals. By Miss Yonge.”,“Manners and Morals. By Miss Yonge.”,
307,\'paper on boy literature\',1865,literary criticism,literary criticism,Literary criticism,Article in Journal,<i>Literary Churchman</i>,NA,NA,Mentioned to Alexander Macmillan and not yet identified.,'paper on boy literature','paper on boy literature',
308,\'The Little Maid\'s Text Book\',1880,verse,verse,Non-fiction,poem in journal,"<i>Friendly Leaves</i> (December 1880), 268",NA,NA,The poem is signed C. M. Yonge,'The Little Maid's Text Book','The Little Maid's Text Book',
309,\'Manners and Morals\'. By Miss Yonge,1884,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Girls\' Friendly Society Associates\' Journal and Advertiser</i> (March 1884) 34-35,NA,NA,NA,'Manners and Morals'. By Miss Yonge,'Manners and Morals'. By Miss Yonge,
310,\'Books for Young People\',1887,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Girls\' Friendly Society Associates\' Journal and Advertiser</i> (June 1887) 75,NA,NA,The article is signed C.M. Yonge.,'Books for Young People','Books for Young People',
311,\'The Trusty Servant\',1890,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (1890) 143-145,NA,NA,The article is signed Charlotte M. Yonge.,'The Trusty Servant','The Trusty Servant',
312,\'On my Word and Honour\',1891,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (1891) 336-7,NA,NA,The article is signed Charlotte M. Yonge.,'On my Word and Honour','On my Word and Honour',
313,\'Three Generations: The Book Box\'  By The Editor,1896,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,"<i>Mothers in Council</i> 6.21 (Jan, 1896) 14-21",NA,NA,NA,'Three Generations: The Book Box'  By The Editor,'Three Generations: The Book Box'  By The Editor,
314,\'Stepmothers\' By C. M. Yonge,1896,Non-fiction,Non-fiction,Non-fiction,Article in Journal,"<i>Mothers in Council</i> 6.23 (July, 1896) 130-135",NA,NA,NA,'Stepmothers' By C. M. Yonge,'Stepmothers' By C. M. Yonge,
315,\'Books Recommended\'  By Lady Frederick Bruce and Miss Yonge,1896,Non-fiction,Non-fiction,Non-fiction,Article in Journal,"<i>Mothers in Council</i> 6.23 (July, 1896) 182-188",NA,NA,Very short notices of a large number of books.,'Books Recommended'  By Lady Frederick Bruce and Miss Yonge,'Books Recommended'  By Lady Frederick Bruce and Miss Yonge,
316,\'Three Generations: So-so or Cela Fera\',1896,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 6.24 (Oct 1896) 215-220,NA,NA,No author is given but it is part of a series written by CMY,'Three Generations: So-so or Cela Fera','Three Generations: So-so or Cela Fera',
317,"\'Books\'  By Mrs. Sumner, Lady Frederick Bruce and Miss Yonge",1896,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 6.24 (Oct 1896) 241-248,NA,NA,Very short notices of a large number of books.,"'Books'  By Mrs. Sumner, Lady Frederick Bruce and Miss Yonge","'Books'  By Mrs. Sumner, Lady Frederick Bruce and Miss Yonge",
318,\'G.F.S. Holiday visits of two London girls\'. By Miss Yonge.,1897,Fiction (modern),Non-fiction,Non-fiction,Short Story in Journal,<i>Friendly Leaves</i> (July 1897) 232-4.,NA,NA,"In the form of 2 letters sent from \'Langley\' showing contrasting responses to the country: one bored, one enchanted.",'G.F.S. Holiday visits of two London girls'. By Miss Yonge.,'G.F.S. Holiday visits of two London girls'. By Miss Yonge.,
319,\'The truest gentility.\' By Charlotte M. Yonge,1897,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>The Girls\' Quarterly</i> (April 1897)124-5,NA,NA,NA,'The truest gentility.' By Charlotte M. Yonge,'The truest gentility.' By Charlotte M. Yonge,
320,\'Three Generations: Humanity\',1897,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,"<i>Mothers in Council</i> 7.27 (July, 1897) 173-178",NA,NA,No author is given but it is part of a series written by CMY,'Three Generations: Humanity','Three Generations: Humanity',
321,\'A wheel and a fall\'. By C.M. Yonge,1898,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Friendly Leaves</i> (December 1898) 2-9.,NA,NA,NA,'A wheel and a fall'. By C.M. Yonge,'A wheel and a fall'. By C.M. Yonge,
322,\'Three Generations: In Praise of Dulness\',1898,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 8.29 (Jan 1898) 38-46,NA,NA,No author is given but it is part of a series written by CMY,'Three Generations: In Praise of Dulness','Three Generations: In Praise of Dulness',
323,\'Three Generations: Marriage\',1898,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 8.31 (July 1898) 141-151,NA,NA,No author is given but it is part of a series written by CMY,'Three Generations: Marriage','Three Generations: Marriage',
324,\'Our Tender Ones.\' By C.M. Yonge,1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 9.33 (Jan 1899) 20-27,NA,NA,NA,'Our Tender Ones.' By C.M. Yonge,'Our Tender Ones.' By C.M. Yonge,
325,The Queen-Woman.\' By C.M. Yonge,1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 9.34 (April 1899) 65-71.,NA,NA,NA,The Queen-Woman.' By C.M. Yonge,Queen-Woman.' By C.M. Yonge,
326,\'Dulness.\' By C.M. Yonge,1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 9.35 (July 1899) 157-165.,NA,NA,NA,'Dulness.' By C.M. Yonge,'Dulness.' By C.M. Yonge,
327,\'Great Old Books.\' By C.M. Yonge,1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 9.35 (July 1899) 174-178.,NA,NA,NA,'Great Old Books.' By C.M. Yonge,'Great Old Books.' By C.M. Yonge,
328,\'The Anatomy of Prigs\'. By C.M. Yonge,1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 9.36 (Oct 1899) 202-207.,NA,NA,NA,'The Anatomy of Prigs'. By C.M. Yonge,'The Anatomy of Prigs'. By C.M. Yonge,
329,"‘\\""With All My Mind\\"": A Few Words on Reading.’ By C.M. Yonge",1899,Non-fiction,Non-fiction,Non-fiction,Article in Journal,"<i>Mothers in Council</i>. 9.33 (Jan, 1899) 51-53",NA,NA,NA,‘\'With All My Mind\': A Few Words on Reading.’ By C.M. Yonge,‘\'With All My Mind\': A Few Words on Reading.’ By C.M. Yonge,
330,‘Forget-Me-Nots.\' By Charlotte M. Yonge,1900,Fiction (modern),Fiction (modern),Fiction,Serial story in journal,<i>Friendly Leaves</i> (January -November 1900),Not reprinted in volume form,NA,NA,‘Forget-Me-Nots.' By Charlotte M. Yonge,‘Forget-Me-Nots.' By Charlotte M. Yonge,
331,‘Princess Mary Adelaide.’ By C.M. Yonge,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,"<i>Friendly Leaves</i> (April 1900), 143-4.",NA,NA,NA,‘Princess Mary Adelaide.’ By C.M. Yonge,‘Princess Mary Adelaide.’ By C.M. Yonge,
332,‘The Empress Elizabeth: A bit of true history.’,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (January 1900) 48-49.,NA,NA,Signed C.M. Yonge.,‘The Empress Elizabeth: A bit of true history.’,‘The Empress Elizabeth: A bit of true history.’,
333,‘In Time of War.’ By C.M. Yonge,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 10.37 (Jan. 1900) 3-4.,NA,NA,NA,‘In Time of War.’ By C.M. Yonge,‘In Time of War.’ By C.M. Yonge,
334,‘Temper.’ By Charlotte M. Yonge,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 10.37 (Jan. 1900) 26-33,NA,NA,NA,‘Temper.’ By Charlotte M. Yonge,‘Temper.’ By Charlotte M. Yonge,
335,‘A few thoughts on bulbs.’ By C.M. Yonge,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 10.37 (April 1900) 119-121,NA,NA,NA,‘A few thoughts on bulbs.’ By C.M. Yonge,‘A few thoughts on bulbs.’ By C.M. Yonge,
336,‘Modern Perplexitie.’ By C.M. Yonge,1900,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 10.38 (July 1900) 159-167,NA,NA,NA,‘Modern Perplexitie.’ By C.M. Yonge,‘Modern Perplexitie.’ By C.M. Yonge,
337,‘A very friendly leaf.’,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i></i> (January 1901) 45-46.,NA,NA,"This series, \'Leaves for the Months\', is identified as by CMY in an obituary in <i>Friendly Leaves</i>, April 1901.",‘A very friendly leaf.’,‘A very friendly leaf.’,
338,‘Leaves of promise.’ Signed C.M. Yonge.,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (February 1901) 83-4.,NA,NA,"In series \'Leaves for the Months\', several which are unsigned, but which are attributed to CMY in her obituary in <i>Friendly Leaves</i>.",‘Leaves of promise.’ Signed C.M. Yonge.,‘Leaves of promise.’ Signed C.M. Yonge.,
339,‘Patient Leaves.’ Unsigned.,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (April 1901)  136-7.,NA,NA,This series \'Leaves for the Months\' is identified as by Yonge in the obituary in <i>Friendly Leaves</i> (April 1901).,‘Patient Leaves.’ Unsigned.,‘Patient Leaves.’ Unsigned.,
340,‘Leaves of Promise: April.’ Unsigned.,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (April 1901) 138-9.,NA,NA,"This series, \'Leaves for the Months\', is identified as by Yonge in the obituary in <i>Friendly Leaves</i> (April 19010.",‘Leaves of Promise: April.’ Unsigned.,‘Leaves of Promise: April.’ Unsigned.,
341,‘Wind-flower Leaves: May.’ Signed C.M. Yonge.,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (May 1901) 171-3.,NA,NA,"This series, \'Leaves for the Months\', some of which are unsigned, is attributed to CMY in her obituary in <i>Friendly Leaves</i> (April 1901).",‘Wind-flower Leaves: May.’ Signed C.M. Yonge.,‘Wind-flower Leaves: May.’ Signed C.M. Yonge.,
342,‘Sweet yet Prickly Leaves: June’. Unsigned.,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Friendly Leaves</i> (July 1901) 242-3,NA,NA,"This series, \'Leaves for the Months\', is identified as by CMY in the obituary in <i>Friendly Leaves</i>, April 1901. A footnote to this paper says ‘This is the last paper Miss Yonge wrote for us.’",‘Sweet yet Prickly Leaves: June’. Unsigned.,‘Sweet yet Prickly Leaves: June’. Unsigned.,
343,‘Reviews\'. By Miss C.M. Yonge,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>The Girls\' Quarterly</i> (January 1901) 107-8.,NA,NA,NA,‘Reviews'. By Miss C.M. Yonge,‘Reviews'. By Miss C.M. Yonge,
344,"‘Forewarned, Forearmed: In the Person of a Thoughtful Aunt.’ By C.M. Yonge",1901,Fiction (modern),Fiction (modern),Fiction,Short Story in Journal,<i>Mothers in Council</i> 11.40 (Jan. 1901) 21-26,NA,NA,NA,"‘Forewarned, Forearmed: In the Person of a Thoughtful Aunt.’ By C.M. Yonge","‘Forewarned, Forearmed: In the Person of a Thoughtful Aunt.’ By C.M. Yonge",
345,‘A Lot in Life.’ By C.M. Yonge,1901,Non-fiction,Non-fiction,Non-fiction,Article in Journal,<i>Mothers in Council</i> 11.41 (April 1901) 21-26,NA,NA,NA,‘A Lot in Life.’ By C.M. Yonge,‘A Lot in Life.’ By C.M. Yonge,
346,Review of <i>John Inglesant</i>,1880?,literary criticism,literary criticism,Literary criticism,Article in Journal,"<i>Guardian, The</i>",NA,NA,CMY refers to reviewing <i>John Inglesant</i> in <i>The Guardian</i> in a letter to Sir Walter Besant (?1899).,Review of John Inglesant,Review of John Inglesant,
