"general_bookID","author_surname","author_prefix","author_first_name","author_suffix","title","vols","imprint","date","notes"
"183","Williams"," The Rev."," Isaac"," "," <i>The Baptistery, or, The Way of Eternal Life</i>","2"," Oxford: Parker and London: Rivington"," 1842-4",""
"184","Williams"," The Rev."," Isaac"," "," <i>Thoughts in Past Years</i>","0"," Oxford: Parker and London: Rivington"," 1838",""
"185","Withering"," "," William "," "," <i>A Systematic Arrangement of British Plants, </i>corrected and condensed by William MacGillivray","0"," London: Dove"," 1830",""
"186","Yonge"," "," Frances Mary","  (editor)"," <i>The Child’s Christian Year: Hymns for every Sunday and Holyday, compiled for the Use of Parochial Schools</i>","0","Oxford: Parker"," 1841"," An anthology, with a preface by Keble signed J. K.."
"187","Young"," The Rev."," Peter"," "," <i>Recollections of the Rev. Peter Young, M.A., late Rector of North Witham, Lincolnshire and Canon of Lincoln</i>","0"," Grimsby: Albert Gait"," 1903"," "
"188","Coleridge","Sir","John Duke","1st Lord Coleridge","\'Miss Yonge\'s Novels\'","1","Christian Remembrancer 26, 33-63","1853","This article caused offence to CMY\'s family despite its approving tone."
"189","Fell-Smith","","Charlotte","","\'Philip, Robert Kemp (1819-1882) rev. Stephen Roberts","1","Oxford Dictionary of National Biography, Oxford University Press","2004",""
"190","Courtney","","Julia","","\'The Barnacle: A Manuscript Magazine of the 1860s\' ","1","in The Girl\'s Own: Cultural Histories of the Anglo-American Girl 1830-1915 ed. Claudia Nelson and Lynne Vallone.  Arkansas and London: University of Georgia Press","1994",""
"191","Bebbington","","D. W.","","\'Miall, Edward (1809-1881)","1","Oxford Dictionary of National Biography,  University Press","2004",""
"192","Scott","Sir","Walter","Bt.","<i>Old Mortality</i>","1","in <i>Tales of My Landlord</i> Edinburgh: Blackwood 1816","1816",""
"193","Marryat","Captain","Frederick","","<i>Peter Simple</i>","3","London: Saunders and Otley","1834",""
"194","Lever","","Charles","","<i>The Confessions of Harry Lorrequer</i>","1","Dublin: Curry","1839",""
"195","Scott","Sir","Walter","Bt.","<i>Waverley, or, \'Tis Sixty Years Since</i>","3","Edinburgh: Constable ","1814",""
"196","Dickens","","Charles","","<i>The Posthumous Papers of the Pickwick Club</i>","1","London: Chapman and Hall","1837",""
"197","Carroll","","Lewis","","<i>Alice\'s Adventures in Wonderland</i>","1","London: Macmillan","1866",""
"198","Gerard","","Emily","","<i>Reata: What\'s in a Name?</i>","1","Edinburgh: Blackwood","1880",""
"199","Finnemore","","Emily Pearson","","<i>The Postwoman</i>","1","London: SPCK","1898",""
"200","Finnemore","","Emily Pearson","","<i>Uncle Isaac\'s Money</i>","1","London: SPCK","1898",""
"201","Campbell","","John Francis","","<i>Popular Tales of the West Highlands</i>","4","Edinburgh: Edmonston and Douglas","1860-1862",""
"202","Allen","","Phoebe","","<i>May-Duke Blossoms: A story for Mothers\' Meetings</i>","1","London: SPCK","1898",""
"203","Goldsmith","","Oliver","","<i>The Roman History from the Foundation of the city of Rome to the Destruction of the western Empire</i>","2","London: Baker, Leigh, Davies and Davis","1769",""
"204","Royal Commission on the Law of Marriage (1847-8)","","","","Report","1","London: Benning","1849",""
"205","Coleridge","","Christabel","","<i>Waynflete</i>","2","London: Innes","1893",""
"206","Coleridge","","Christabel","","<i>The Main Chance</i>","1","London: Hurst and Blackett","1899",""
"207","Coleridge","","Christabel","","<i>The Tender Mercies of the Good</i>","1","London: Isbister","1895",""
"208","Butler","","Mary",""," ‘An Interpretation of Hans Christian Andersen’s Story of the “Snow Queen”’","1","<i>Mothers in Council</i> 9 (April 1899) 109-113.","(April 1899)","See also [[person:239]Mary Caroline Butler]."
"209","Siborne","Major-Gen.","H.T.","R.E.","<i>Waterloo letters. A selection from original and hitherto unpublished letters bearing on the operations of the 16th, 17th, and 18th June 1815, by officers who served in the campaign</i> ","1","London: Cassell","1891",""
"210","Gomm","Field Marshal Sir","William","","<i>Letters and journals of Field-Marshal Sir William Maynard Gomm from 1799 to Waterloo, 1815</i> ","1","London: Murray","1881",""
"211","Baring-Gould","The Rev.","Sabine","","<i>The Two John Brents</i> ","1","London: SPCK","1893",""
"212","Keightley","","Thomas","","<i>The Crusaders, or, Scenes, Events and Characters from the Times of the Crusades</i> ","1","London: Parker","1834",""
"213","Fletcher","The Rev.","John William","","<i>Wesley’s Designated Successor: The Life, Letters and Literary Labours of the Rev. John William Fletcher, Vicar of Madeley</i>","1","London: Hodder","1882",""
"214","Alison","Sir","Archibald","1st Bt.","<i>History of Europe during the French Revolution. (History of Europe from the commencement of the French Revolution ... to the Restoration of the Bourbons.)</i>","10","Edinburgh: Blackwood and London: Cadell","1833-1842","	"
"215","Besant","Sir","Walter","","<i>The Pen and the Book</i>","1","London: Burleigh","1899",""
"216","Thorne-Murphy","","Leslee","","\'The Charity Bazaar and Women\'s Professionalization in Charlotte Mary Yonge\'s <i>The Daisy Chain</i>\' ","1","i>Studies in English Literature 1500-1900</i> 47, 881-9","2007",""
"217","Harris","","William Cornwallis","","<i>The Highlands of Aethiopia</i>","3","London: Longman","1844",""
"218","Trimmer","","Sarah","","<i>The Guardian of Education: A Periodical Work</i>","5","London: Hatchard","1802-6",""
"219","Froissart","","Jean","","<i>Chroniques de France, d’Angleterre et des pais voisins </i>","1","","<i>c.</i>1400","It is not known which edition CMY used."
"220","Southey","","Robert","","<i>The Curse of Kehama</i>","1","London: Longman, Hurst, Rees, Orme and Brown","1810",""
"222","Southey","","Robert","","<i>Roderick, the Last of the Goths</i>","1","London: Longman, Hurst, Rees, Orme and Brown","1814",""
"223","Keble","The rev.","John","","<i>Keble’s Lectures on Poetry 1832-1841]</i> tr. E. K. Francis","2","Oxford: Clarendon Press","1912",""
"224"," Bunyan","","John","","<i>The Pilgrim\'s Progress from this World to that which is to come</i>","1","London: Ponder","1678",""
"225","Roberts","","Elizabeth P.","","A Garland for the Year","1","<i>MP</i> 3-4 ","(January-December 1852)","This series of papers on flowers associated with particular religious seasons and saints does not seem to have been published separately."
"226","Coleridge","Sir","John Taylor","","<i>A Memoir of the Rev. John Keble M.A., late Vicar of Hursley</i>","1","London: Parker","1869",""
"227","D\'Israeli","","Isaac","","<i>Commentaries on the Life and Reign of Charles the First, King of England</i>","5","London: Colburn ","1828-31","CMY may have read the 1851 edition."
"228","Cooper","","Susan Fenimore","","<i>Rural Hours</i>","2","London","1850",""
"230","Williams","The Rev.","Isaac","","<i>Thoughts on the study of the holy gospels intended as an introduction to a harmony and commentary</i>","1","London: Rivington","1842",""
"232","Keble","The Rev.","John","","<i>Lyra Innocentium: Thoughts in verse on Christian children, their ways and their privileges</i>","1","Oxford: Parker","1846",""
"233","Edgeworth","","Maria","","<i>The Parent\'s Assistant, or, Stories for Children</i>","2","London: Johnson","1796",""
"234","Roberts","","Elizabeth P.","","\'The Lesser Holydays\'","1","<i>MP</i> (February-December 1853)","",""
"235","Malory","Sir","Thomas","","<i>Le Morte Darthur</i>","1","London: Caxton","1498",""
"236","Burke","","Edmund","","<i>Reflections on the Revolution in France</i>","1","London: Dodsley","1790",""
"237","","","","","<i> The Ceremonies for the Healing of them that be Diseased with the King’s Evil used in the time of King Henry VII</i>","1","London: Hills","1686",""
"238","Austen","","Jane","","<i>Sense and Sensibility</i>","3","London: Roworth","1811",""
"239","S.","","H.","","<i>The history of the Davenport family, in which is displayed a striking contrast between haughty indolence and healthful activity  . . .</i>","1","London: Newbery","1798",""
"240","Mozley","","Harriett","","<i>The Fairy Bower, or, The History of a Month: A Tale for Young People</i>","1","London: Burns and Derby: Mozley","1841",""
"241","Romanes","","Ethel","","<i>Charlotte Mary Yonge: An Appreciation</i>","1","London: Mowbray","1908",""
"242","Butler","","Anna","","<i>Aunt Louisa’s Travels</i>","1","<i>MP</i> (July 1852- June 1854).  ","","This is a series in which Aunt Louisa describes her journey to Switzerland to her nephew Arthur and her nieces Caroline and Grace. (Butler\'s brother the Rev. William Butler had a son Arthur and a daughter Grace, and a sister-in-law, Louisa Barnett.)"
"243","Grimm","","Jacob","","<i>Kinder und Haus-Marchen</i>","3","Berlin: Reimer","1819-22",""
"244","Roberts","","Elizabeth P.","<i>et al.</i>","\'Cathedral Sketches\'","1","<i>MP</i> (January 1855-February 1861)","","\'Cathedral Sketches\' was a series of 15 articles on English cathedrals which ran in <i>MP</i> between January 1855 and February 1861.  \'E.P. R.\' (<i.>i.e.</i> Elizabeth P. Roberts), CMY herself, and \'A. M. G.\'(<i>i.e.</i> A. M. Goodrich) were among the contributors."
"245","Roberts","","Elizabeth P.","","\'A Ramble through the Heather\'","1","<i>MP</i> (September 1856) 231-7.","",""
"246","Dante Alighieri","","","","<i>La Divina Commedia</i>","1","","(wr.<i>c.</i>1320, pub. 1472)",""
"247","Scott","Sir","Walter","Bt.","<i>Marmion: A Tale of Flodden Field</i>","1","Edinburgh: Constable","1808",""
"248","Butler","","Anna","","<i>Likes and Dislikes, or, Some Passages in the Life of Emily Marsden</i>","1","London: John W. Parker","1858","This novel was originally serialized in the <i>MP</i> (July 1855-November 1856)."
"249","Bayly","","Thomas","(editor)","<i>Certamen Religiosum: or, a Conference between His late Majestie Charles King of England, and Henry late Marquess and Earl of Worcester, concerning religion</i>","1","London: Hils","1649","

 

"
"250","Macaulay","","Thomas Babington","","<i>The History of England from the Accession of James II</i>","5","London: Longman","1849-1861"," 
"
"251","","","","","‘The Colysæum’ ","1","<i>MP</i> 11 (March 1856) 161-179.","1856",""
"253","Carter Smith","","Ann Maria","","\'Thorns and Roses in a Homely Life\'","1","<i>MP</i> 12 (December 1856), 414-64.","1856","Reprinted in <i>Lucy and Christian Wainwright and other stories</i> (1863) with that story, ‘Bygone Days’, ‘A Household Record’, ‘The Two Beauties’, ‘Will No One do Likewise?’ and ‘The Lost are Found’."
"254","Lefroy","","Fanny Caroline","","<i>Long, Long Ago: An Autobiography</i>. By Mary Lisle","1","London: Mozley","1856","This novel was originally serialized in <i>MP</i> (January 1855-August 1856)."
"255","","","","","\'Rough Notes of a Ride in Roumelia\'","1","<i>MP</i> (July 1855-December 1856)","1855-1856",""
"256","Taylor","","Emily","","\'School Sketches\'","1","<i>MP</i> (July 1855-September 1856)","1855-1856","This was a series of fictionalized articles on schoolteaching, the first two and the fifth cast as a conversation between a father and his children."
"257","Carter Smith","","Ann Maria","","\'Our Cousins at Wishop Rectory\'","1","<i>MP</i> (March-August 1858)","1858",""
"258","Atkinson","","Frances Hester","","\'Traditions of Norway\'","1","<i>MP</i> (July 1855-February 1857)","1855-1857",""
"259","Carter Smith","","Ann Maria","","‘A Household Record’","1"," <i>MP</i> 13 (June 1857) 561-624. ","1857","Reprinted in <i>Lucy and Christian Wainwright and other stories</i> (1863) with that story, ‘Some Thorns and Roses from a Homely Life’, ‘Bygone Days’, ‘The Two Beauties’, ‘Will No One do Likewise?’ and ‘The Lost are Found’."
"260","","","","","\'Adelaide and her Godson\'","1","<i>MP</i> (February -June 1857)","1857","Whoever the author of this tale was, he or she was evidently unknown to CMY and her associates, because the editor of <i>MP</i> advertised for his or her address in the February 1857 issue which carried the first instalment."
"261","Austen","","Jane","","<i>Jane Austen\'s Letters</i> edited by Deirdre Le Faye","1","Oxford: OUP","1997",""
"262","Carter Smith","","Ann Maria","","‘A Glimpse into a Royal Home Seventy Years Ago’ ","1","<i>MP</i> 14 (November 1857) 470-96.","1857",""
"263","","","","","\'The Little Patient\'","1","<i>MP</i> (October 1858) 441-5","1858",""
"264","Hughes","","Thomas","","<i>The Scouring of the White Horse, or, The Long Vacation Ramble of a London Clerk</i>","1","Cambridge: Macmillan","1859",""
"265","Carter Smith","","Ann Maria",""," ‘Will no one do likewise?:  A Tale of East London Life’ ","1","<i>MP</i>  (January-September 1859).","1859","Reprinted in <i>Lucy and Christian Wainwright and Other Tales</i> (London 1863). By the Author of <i>Aggesden Vicarage, The Wynnes</i> and <i>Mildred’s Last</i> Night’. "
"266","Brontë","","Charlotte","","<i>Jane Eyre: An Autobiography</i>","3","London: Smith, Elder","1847",""
"267","Carter Smith","","Ann Maria","","<i>The Wynnes, or, Many Men, Many Minds: A Tale of Every-Day Life</i>","1","London: Masters","1861","Originally published as a serial in the <i>Churchman\'s Companion</i>."
"268","Carter Smith","","Ann Maria","","<i>Aggesden Vicarage, or, Bridget Storey\'s First Charge: A Tale for the Young</i>","2","London: Parker","1859",""
"269","Carter Smith","","Ann Maria","","‘The Two Beauties of the Camberwell Assemblies, 1778’","1","<i>Once A Week</i>   (20 October 1860) 459- 463.","1860","Initially CMY accepted the story for the <i>MP</i>, but she then returned it. 
"
"270","Roberts","","Margaret Eliza","","<i>Mademoiselle Mori: A Tale of Modern Rome</i>","2","London: Parker","1860",""
"271","Simonde de Sismondi","","J.C.L.","","<i>Histoire des Francais</i>","31","Paris: Treuttel","1821-1833",""
"272","Johnson","","Samuel","","<i>A Dictionary of the English Language</i>","2","London: Bentley","1755",""
"273","Écherolles","","Alexandrine des","","<i>Quelques</i> années <i>de ma vie</i> ","1","Moulins","1843",""
"274","","","","","‘The Whole Duty of Young Women’ ","1","<i>Saturday Review</i> (24 December 1859) 768-9","1859","A review of  <i>Aggesden Vicarage</i>: ‘in point of literary ability, this seems to us the best of all the imitations of Miss Yonge’."
"275","Carter Smith","","Ann Maria","","<i>On the Banks of the Thorne</i>.","1"," <i>MP</i> (May 1861 to December 1863) ","1863"," "
"276","Carter Smith","Ann Maria","","","‘The Lost are Found’ ","1","<i>MP</i> (May 1860) 496-517","1860","In this story a young navel cadet joins the ill-fated Franklin expedition to the Arctic, taking a slipper worked by his sister as a memento of home. Fourteen yers later the position of the slipper among the relics found by M’Clintock tell his mother and sister that he died before his suffering could be prolonged.  The story was reprinted in <i>Lucy and Christian Wainwright and Other Stories</i>."
"277","M’Clintock","Sir","Francis","","<i>The Voyage of the ‘Fox’ in the Arctic: A Narrative of the Discovery of the Fate of Sir John Franklin and his Companions</i>","1","London: Murray","1859",""
"278","Ingelow","","Jean","and Frances Mary Levett","<i>One Story by two authors, or,  A Tale without a Moral</i>","1","London: Masters","1862"," Originally serialised in the <i>Monthly Packet</i> (February 1860 to June 1861)"
"279","Butler","","Anna","","<i>Chilcote Park, or, The Sisters</i> By the author of <i>Likes and Dislikes</i> ","1","London: Parker","1860","
"
"280","Tennent","Sir","James Emerson",""," <i>Ceylon: An Account of the Island</i>","2","London: Longman","1859",""
"281","Sturges Bourne","","Anne","","\'Hints on Reading\'","1","<i>MP</i> (July 1860) 104-111","1860","A review of Florence Nightingale, <i>Notes on Nursing</i>."
"282","Sturges Bourne","","Anne","","\'Hints on Reading\'","1","<i>MP</i> (September 1860) 329-333.","1860","This continues the discussion on health issues for young women begun in Sturges Bourne\'s article with the same title in the July issue."
"283","Farrer","","Henrietta Louisa","(afterwards Lear)","<i>A Common-place Story</i>","1","London: Cleaver","1853",""
"284","Goodrich","Miss","A. M.","","<i>The Cross-Bearer</i>","1","London: SPCK","1859"," "
"285","Goodrich","Miss","A. M.","","<i>Faith Ashwin’s Life, and It Was a Good One: A Narrative</i>","1","London: SPCK","1859",""
"286","Froude","","James Anthony","","<i>History of England from the fall of Wolsey to the defeat of the Spanish Armada</i>","12","London: Longman","1856-1877","
"
"287","Ross","","Charles","(editor)","<i>Correspondence of Charles, first Marquis Cornwallis</i>","3","London: Murray","1859"," 
"
"288","Grant","","Anne","","<i>Memoirs of an American Lady, with Sketches of Manners and Scenery in America, as they Existed Previous to the Revolution</i> ","2","London: Longman","1808"," A life of Catalina Schuyler.
"
"289","Wilford","","Florence","","<i>Play and Earnest: A Tale</i>","1","London: Masters","(1860)",""
"290","Pennington","","Montagu","(editor)","<i>A Series of Letters between Mrs. Elizabeth Carter and Miss Catherine Talbot From the Year 1741 to 1770</i> ","2","London: Rivington","1808",""
"291","Pennington","","Montagu","(editor)","<i>Letters from Mrs. Elizabeth Carter, to Mrs. Montagu, between the years 1755 and 1800</i>","3","London: Rivington","1817",""
"292","Lush","The Rev.","Vicesimus","","<i>The Auckland Journals, 1850-63</i> ","1","Christchurch, NZ: Pegasus Press","1971",""
"293","Lush","The Rev.","Vicesimus","","<i>The Thames Journals 1868-82</i>","1","Christchurch, NZ: Pegasus Press","1975",""
"294","Gladstone","","William Ewart","","<i>Studies on Homer and the Homeric age</i>","3","Oxford:OUP","1858","
"
"295","Laing","","Samuel","","<i>The Heimskringla, or, Chronicle of the Kings of Norway, translated from the Icelandic of Snorro Sturleson</i> ","3","London: Longman","1844",""
"296","Sewell","","Elizabeth Missing","","<i>Passing Thoughts on Religion</i>. By the author of “Amy Herbert” ","1","London: Longman","1860","See also [[person:1301]Elizabeth Sewell]."
"297","Lucy F. March Phillipps","","","","<i>My Life and What Shall I Do with It?: A Question for Young Gentlewomen</i> By an Old Maid. ","1","London: Longman","1860","



"
"298","Delany","","Mary","","<i>The Autobiography and Correspondence of Mary Granville, Mrs. Delany, with interesting reminiscences of King George the Third and Queen Charlotte</i> Edited by Lady Llanover.","6","London: Bentley","1861-2","
"
"299","Simpson","","Mary Emily","","<i>Ploughing and Sowing; or, Annals of an Evening School in a Yorkshire village, and the work that grew out of it</i>","1","London and Derby: Mozley","1861",""
"300","Romanoff","","Harriet Catherine","","\'Bright Easter Morning!\'","1","<i>MP</i> (March 1861) 365-","",""
"301","Goodrich","","A. M.","","\'Sandwell\'","1","<i>MP</i> (March 1859) 330-334","1859",""
"302","Laurie","Mrs","","","\'Life among the Factories\'","1","<i>MP</i> (November 1859-February 1862</i>","1859-1862","Five articles under this title appeared in <i>MP</i> between November 1859 and February 1862, probably not all by the same person, since one is unsigned, two are signed \'H.\' and two \'K.L.\'.  CMY refers, however, to \'Mrs Laurie, the lady of Life in the Factories\', to whom the last two at least can presumably be safely attributed."
"303","Lindsay","","Alexander Crawford, Lord","Earl of Crawford","<i><i>Lives of the Lindsays, or, A memoir of the houses of Crawford and Balcarres</i>","3","London: Murray","1849",""
"304","Warren","","Susanna","","\'The Worms of the North\'","1","<i>MP</i> (October 1861) 361-377.","1861","This unsigned article is attributed to Warren on the assumption that it is referred to as \'your Dragons\'."
"305","Scott","Sir","Walter","Bt.","<i>Minstrelsy of the Scottish Border: consisting of historical and romantic ballads, collected in the southern counties of Scotland; with a few of modern date</i>","3","Kelso: Ballantyne","1802-1803",""
"306","Maxwell","","Christabel","","<i>Mrs. Gatty and Mrs. Ewing</i>","1","London: Constable","1949",""
"307","Tooke","","William","","<i>History of Russia</i>","2","London: Strahan","1800",""
"308","Macpherson","","James ","","<i>The Poems of Ossian, translated by James Macpherson, Esq</i> Authenticated, illustrated and explained by Hugh Campbell","2","London: ","1822",""
"309","","","","","<i>Transactions of the Ossianic Society</i> ","1","London: The Ossianic Society","1853 etc.",""
"310","Kemble","","John Mitchell","(editor)","<i>The Anglo-Saxon poem of Beowulf : The travellers song and The battle of Finnes-burh</i>","2","London : W. Pickering","1833-1837",""
"311","Egilsson","","Sveinbjørn","(editor)","<i>Lexicon Poeticum Antiquae Linguae Septentrionalis</i>","1","Copenhagen: Qvist","1854-60","
"
"312","Connellan","","Owen","(trans.)"," <i>The Annals of Ireland translated from the original Irish of the Four Masters</i>","1","Dublin: Geraghty","1845","
"
"313","Bopp","","Franz","","<i>Vergleichende Grammatik des Sanskrit, Zend, Griechischen, Lateinischen, Gothischen und Deutschen</i> ","1","Berlin: Duemmler","1833","The English translation is dated 1850."
"314","Kemble","","John Mitchell","","<i>The Names, Surnames and Nicnames of the Anglosaxons</i>","1","London: Archaeological Institute ","1846",""
"315","Wilford","","Florence","","<i>A Maiden of Our Own Day</i>","1","London: Masters","1862",""
"316","Witt","","Henriette de","","\'A Godless Hospital. Fact\'","1","<i>MP</i> (Christmas 1887) 238-40","1887",""
"317","Carter Smith","","Ann Maria","","<i>The Daughters of the Fair Elms</i> By the Author of <i>The Wynnes</i>","1","<i>Churchman’s Companion</i>  (November 1861-)","1861"," "
"318","Harris","","Mary Josephine Yonge","","<i>Memoirs of Frances Mary Peard</i>","1","Torquay: W. H. Smith","1930","
"
"319","Reade","","Charles","","<i>The Cloister and the Hearth: A Tale of the Middle Ages</i>","4","London: Truebner","1861",""
"320","Wood","","Ellen","","<i>East Lynne</i>","3","London: Bentley","1861",""
"321","Robinson","","Frederick William","","<i>Grandmother\'s Money</i>","3","London: Hurst and Blackett","1860",""
"322","Freytag","","Gustav","","<i>Soll und Haben</i>","1","Leipzig","1855"," At least three English translations appeared in 1857."
"323","Trollope","","Anthony","","<i>Framley Parsonage</i>","3","London: Smith, Elder","1861",""
"324","Wolff","The Rev.","Joseph","","<i>Travels and adventures of the Rev. Joseph Wolff, D.D., LL.D., Vicar of Ile Brewers, near Taunton, and late missionary to the Jews and Muhammadans in Persia, Bokhara, Cashmeer, etc. </i>","2","London: Saunders and Otley","1860-1861","


 
"
"325","Carlyle","The Rev.","Alexander","","<i>Autobiography of the Rev. Dr. Alexander Carlyle, minister of Inveresk: containing memorials of the men and events of his time</i> ","1","Edinburgh: Blackwood","1860",""
"326","","","","","<i>Essays and Reviews</i>","1","London: Parker","1860",""
"327","Hutton","","Richard Holt","","\'Ethical and Dogmatic Fiction: Miss Yonge\'","1","<i>National Review</i> (January 1861) 211-30","1861",""
"328","Battiscombe","","Georgina","and Marghanita Laski (editors)","<i>A Chaplet for Charlotte Yonge</i> ","1","London: Cresset Press","1965",""
"329","Paul","","Margaret Agnes","","<i>Herbert’s Holidays: A Tale for Children</i>","1","London: Mozley","1860",""
"330","Ewing","","Juliana Horatia","","<i>Melchior\'s Dream and Other Tales</i>. by J.H.G.","1","London: Bell and Daldy","1862",""
"331","Carter Smith","","Ann Maria","","<i>Mildred’s Last Night, or, The Franklyns</i> By the Author of <i>Aggesden Vicarage</i> ","1","London: Bell and Daldy","1863",""
"332","Stewart","Mrs","","","\'Skell Islanders\'","1","<i>MP</i> (May 1861-December 1862)","","The author was probably Mrs Louisa Stewart."
"333","Valentine","","Laura","","<i>Baby Bianca, or, The Venetians</i>","1","London: Parker, Son and Bourn","1861","
"
"334","Paul","","Margaret Agnes","","<i>Martha Brown, The Heiress</i> ","1","London: Parker, Son and Bourn","1861",""
"335","Whyte-Melville","","G. J.","","<i>The Queen’s Maries: A Romance of Holyrood</i>","1","London: Parker, Son and Bourn","1862",""
"336","O\'Donovan","","John","(editor)","<i>Annals of the Kingdom of Ireland, By the Four Masters</i>","7","Dublin: Hodges, Smith ","1856",""
"337","Costard","","George","and Edmund Halley (editors)","<i>Menelai Sphæricorum libri III. Quos olim, collatis MSS. Hebræis & Arabicis, typis exprimendos curavit</i> ","1","Oxford:","1758",""
"338","Surius","","Laurentius","","<i>De probatis Sanctorum historiis</i>","6","Cologne: apud Gervinum Calenium","1570-1577",""
"339","Hooper","","Jane Margaret","","<i>Little Maggie and Her Brother: A Sketch for Children</i>","1","London: Bell and Daldy","1861","Jane Hooper had a daughter Margaret L. Hooper (b. Middlesex 1854/5), who became an artist and illustrator and a son, Winnard Hooper (1853-1935), city editor of The Times. CMY\'s letter to Hooper perhaps implies that they were the characters in the story. CMY recommended it in ‘Hints on Reading\' <i>MP</i> (March 1862) 335, despite having told Ann Carter Smith she didn\'t care for it."
"340","","","","","\'Christmas Eve\'","1","<i>MP</i> (december 1862) 636-660.","",""
"341","","","","","‘Bad times in Lancashire twenty years ago’","1","<i>MP</i> (March 1863) 279-302","",""
"342","Carter Smith","","Ann Maria","","\'March 7th, 1863\'","1","<i>MP</i> (April 1863) 412-8","1863","This account of the procession of the wedding of the Prince of Wales and Princess Alexandra is ascribed to Ann Carter Smith on the authority of CMY\'s letter of acknowledgment."
"343","","","","","\'All Astray (A Story of the Peace Illumination Night\'","1","<i>MP</i> (April 1863) 418-423","1863",""
"344","","","","","\'Extracts from an Eastern Journal\'","1","<i>MP</i> (January 1860-December 1863).","1863",""
"345","","","","","\'A Journal in Holland\'","1","<i>MP</i> (February 1860-February 1864)","1860-1864",""
"346","","","","","\'Our Flitting\'","1","<i>MP</i> (July 1864-April 1865)","1864-1865","Although this series of articles describes Germany and Switzerland as well as Italy, CMY referred to it as \'Italian letters\' in an answer to a correspondent <i>MP</i> (March 1865) 336, which is why it seems likely to be the \'Italian letters\' mentioned to Ann Carter Smith."
"347","Philological Society, The","","","","<i>Proposal for the publication of a new English dictionary</i>","1","London: Trübner","1859",""
"348","Raikes","","Charles","","\'The Englishman in India\'","1","<i>MP</i> (January 1863-December 1866)","",""
"349","Sewell","","Elizabeth Missing","","<i>Margaret Percival</i> By the author of <i>Amy Herbert etc.</i>  Edited by the Rev. William Sewell","2","London: Longman","1847","See also [[person:1301]Elizabeth Sewell]."
"350","C.","","P.","","<i>Memoir of the Right Hon. Sir John Patteson</i>","1","London: Emily Faithfull, the Victoria Press","1861 or 1862","This seems likely to be \'Mr Comyns memoir\' to which CMY refers."
"351","","","","","<i>The Three Christmas Trees</i>","1","London: SPCK","1864",""
"352","Hughes","","Thomas","","<i>Tom Brown\'s School Days</i> By an Old Boy","1","Cambridge: Macmillan","1857",""
"353","Gordon","","Mary Charlotte Julia","","\'Hvit the Fosterling\'","1","<i>MP</i> (February 1864) 179-212","1864",""
"354","Gatty","","Margaret","(translator)","<i>The History of a Bit of Bread: Being Letters to a child on the life of man and of animals</i>","2","London: Saunders and Otley","1864-1865","A translation of Jean Macé, <i>Histoire d’une bouchée de pain : lettres à une petite fille sur la vie de l’homme et des animaux</i> (1861). "
"355","Brandt","","Francis","","\'The cyclone at Masulipatam\'","1","<i>MP</i> (March 1865) 319-327","1865","The article is signed \'F. B.\'.  It was evidently sent to CMY by one of the sisters of Francis Brandt (1839/40-1925), the assistant collector on whose letters it is based.  His three sisters were Margaret Sophia Brandt (1831/2-1892), Emily Charlotte Brandt (1834/5-1926) and Margaret [sic] Adelaide Brandt (1845/6-1904).  No doubt the additional text was composed by one of them, but it is not possible to say which."
"356","Smiles","","Samuel","","<i>Self-Help: With Illustrations of Character and Conduct</i>","1","London: Murray","1859","
 
"
"357","Palmer","","Roundell","","<i>The Book of Praise from the Best English Hymn Writers</i> Selected and Arranged by Roundell Palmer","1","London: Macmillan","1862",""
"358","Kingsley","The Rev.","Charles","","<i>The Heroes, or, Greek Fairy Tales for my Children</i>","1","Cambridge: Macmillan","1856",""
"359","Gorst","","John Eldon","","<i>The Maori King, or, The Story of our Quarrel with the natives of New Zealand</i>","1","London: Macmillan","1864","
"
"360","Reade","","Charles","","<i>Hard Cash: A Matter-of-Fact Romance</i>","3","London: Sampson Low","1863",""
"361","Carter Smith","","Ann Maria","","<i>The Two Anastasias</i>","3","London: Bentley","1864",""
"362","Richardson","","Samuel","","<i>The History of Sir Charles Grandison, in a series of letters published from the originals</i> By the editor of <i>Pamela</i> and <i>Clarissa</i>","7","London: Richardson","1753-1754",""
"363","Townsend","","G. H. ","(editor)","<i>Men of the Time: A Dictionary of Contemporaries, containing Biographical Notices of Eminent Characters of both Sexes</i> 7th edition","1","London: Routledge","1868",""
"364","Twining","","Louisa",""," \'Help for Incurables\'","1"," <i>MP</i> (April 1864) 437-449","1864","See also [[person:1427]Louisa Twining]."
"365","Coleridge","","Christabel Rose","","\'The eagle of one house is the goose of another\'","1","<i>MP</i> (December 1864), 602-626","1864","The story appeared in <i>MP</i> under the initials \'C.D.\'.  It appeared in Coleridge\'s <i>The Face of Carlyon and Other Stories</i>, and is referred to in a  a letter thanking her and enclosing a cheque.  

A letter of uncertain date addressed to Elizabeth Charlotte Curteis, which refers to  \'your eagle and goose story\' cannot therefore refer to this story, and must relate to the Christmas number of 1872, which took the proverb as a theme."
"366"," Karamzin","","Nikolai Mikhailovich","","<i>History of the Russian Empire</i>","12","","1819-1826","CMY requested a French or a German translation, both of which existed by 1864."
