"general_bookID","author_surname","author_prefix","author_first_name","author_suffix","title","vols","imprint","date","notes"
"750","Grier","","Sydney C.","","<i>Like another Helen: The History of the Cruel Misfortunes and Undeserved Distresses of a Young Lady of Virtue</i>","1","Edinburgh: Blackwood","1894","The novel was reprinted in 1899.
"
"751","","","","","<i>The Orphan, or, The renowned history of little Gaffer Two-Shoes, otherwise call\'d Mr. Tommy Two-Shoes, brother to the celebrated Goody Two-Shoes</i>","1","London: Roberts","<i>c.</i> 1780",""
"752","Dorset","","Catherine","","<i>The Peacock ‘At Home’: A Sequel to The Butterfly’s Ball</i>","1","London: Harris","1807",""
"753","Roscoe","","William Caldwell","","<i>The Butterfly’s Ball and the Grasshopper’s Feast</i> ","1","London: Harris","1807",""
"754","Dorset","","Catherine","","<i>The Lion\'s Masquerade: A Sequel to The Peacock at Home</i>","1","London: Harris","1808",""
"755","B.","","W.","","<i>The Elephant’s Ball  and Grand Fete Champetre</i>","1","London: Harris","1807",""
"756","Earle","","Alice Morse",""," <i>Child Life in Colonial Days, With many Illustrations from Photographs</i>","1","New York: Macmillan","1899",""
"757","Broughton","","Rhoda","","<i>Cometh up as a Flower: An Autobiography</i>","1","London: Bentley","1867",""
"758","Jackson","","Alice F.","","<i>A Brave Girl: A True Story of the Indian Mutiny</i>","1","London: SPCK","1899","
"
"759","Carew","","Maud","","<i>Little King Richard</i>","1","London: SPCK","1899",""
"760","Spyri","","Johanna","","<i>Heidi\'s Lehr- und Wanderjahre : eine Geschichte für Kinder und auch für Solche, welche die Kinder lieb haben</i>","1","Gotha: Perthes","1880","First translated into English in 1884."
"761","Froissart","","Jean","","<i>Stories from Froissart</i> ed. Henry Newbolt ","1","London: Wells, Gardner","1899",""
"762","Gardiner","","Linda","","<i>Sylvia in Flowerland</i>","1","London: Seeley","1899",""
"763","Giberne","","Agnes","","<i>Early Lessons on Things Around Us</i>","1","London: RTS","1899",""
"764","Sandham","","Elizabeth","","<i>Juliania, or, The Affectionate Sisters</i>","1","London: Hurst","1803","This children\'s book includes a story called \'The Fortunate Geese\'."
"765","Alden","","Isabella Macdonald","","<i>Pauline</i> ","1","London: Kelly","1900",""
"766","de la Pasture","","Elizabeth","","<i>Adam Grigson</i>","1","London: Smith, Elder","1899",""
"767","Holdsworth","","Annie E.","","<i>The Valley of the Great Shadow</i>","1","London: Heinemann","1900",""
"768","Cholmondeley","","Mary","","<i>Red Pottage</i>","1","London: Arnold","1899",""
"769","Oakley","","John","","<i>A Gentleman in Khaki: A Story of the South African War</i>","1","London: Chatto & Windus","1900",""
"770","Rawnsley","The Rev.","Hardwicke","","<i>Life and Nature at the English Lakes</i>","1","Glasgow: Maclehose","1899",""
"771","Bramston","","Mary Eliza","","<i>The Lady of the Loaf</i>","1","London: SPCK","1899",""
"772","Coleridge","","Mary Elizabeth","","<i>Non Sequitur</i>","1","London: Nisbet","1900",""
"773","Oliphant","","Margaret",""," <i>Queen Victoria: A Personal Sketch</i>","1","London: Cassell","1900",""
"774","Andrews","","Marion","","<i>Sylvia’s Romance</i>","1","London: Wells, Gardner","1900",""
"775","Green","","Edith M.","","<i>Left to Themselves</i> ","1","London: Wells, Gardner","1900","
"
"776"," Moore","","F. Frankfort","","<i>The Conscience of Coralie</i>","1","London: Pearson","1900",""
"777","Leslie","","Emma","","<i>Leila’s Quest and what became of it</i> ","1","London: SPCK","1900",""
"778"," Le Feuvre","","Amy",""," <i>Brownie</i>","1","London: Hodder & Stoughton","1900",""
"779","Merivale","The Very Rev.","Charles","","<i>Autobiography of Dean Merivale, with selections from his correspondence</i>","1","Oxford: private circulation","1898",""
"780","Bates","","Katherine Kee","","<i>Spanish Highways and Byways</i>","1","London: Macmillan","1900",""
"781","Royal Commission on Popular Education","","","","<i>Report of the Commissioners appointed to Inquire into the State of Popular Education in England</i>","6","London: Eyre and Spottiswoode","1862","This book is available online in the series <i>House of Commons Parliamentary Papers</i> at
http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:hcpp&rft_dat=xri:hcpp:rec:1861-037189"
"782","Giberne","","Agnes","","<i>Roy: A Tale in the Days of Sir John Moore</i>","1","London: Pearson","1901","[[footnote:2]]Agnes Giberne,  (1900)."
"783","Coleridge","","Christabel Rose","","<i>The Winds of Cathrigg</i> Illustrated by Frances Ewan.","1","London: Isbister","1901","Previously serialized in Isbister\'s <i>Sunday Magazine</i>."
"784","Blackburne","","Gertrude Mary Ireland",""," <i>Zig-Zag: A Quiet Story</i>","1","London: London Literary Society","1885",""
"785","Hare","","Augustus","","<i>The Story of my Life</i>","6","London: George Allen","1896-1900.",""
"786","Palgrave","","Francis Turner","","<i> A Lyme Garland: Being verses, mainly written at Lyme Regis, or upon the scenery of the neighbourhood</i>","1","Lyme: Dunster","1874",""
"787","Mercier","","Sarah Anne","(probable author)","<i>Mrs Filby\'s Maria</i>","1","London: Warne","1871?","This work, of which no copy has been traced, appeared in Warne\'s Victoria Tales and Stories series, edited by CMY, and was reviewed in <i>MP</i> (April 1871), 418.  A reference to it in a letter to Anne Mercier suggests that it was written by her."
"788","Coleridge","","Christabel Rose","","<i>Lady Betty</i>","1","London: Warne","1870",""
"789","Butler","","Samuel","","<i>Hudibras: The First Part</i>","1","London: Marriot","1663","The second part was published in 1664."
"790","Bell","","William ","","<i>Descriptive Guide to the Stream of Time, or, General Outline of Universal History, Chronology and Biography, At One View</i> ","1","London: Vernor, Hood & Sharpe","1810","A translation and continuation of Friedrich Strass\'s general chronology, <i>Versuch einer allgemeinen Einleitung in die Wissenschaftenkunde</i> (1805)."
"791","Paston","","","edited by Sir John Fenn","<i>Original letters, written during the reigns of Henry VI. Edward IV. and Richard III. by various persons of rank </i>","2","London: Robinson ","1787","Two more volumes were published in 1789 and another in 1823."
"792","Holinshed","","Raphael","","<i>The Chronicles of England, Scotlande and Irelande</i>","2","London: Harrison","1577",""
"793","Hall","","Edward","","<i>The Union of the Two Noble and Illustre Famelies of Lancastre [and] Yorke</i>","1","London: Grafton","1548","Known as Hall\'s Chronicle."
"794","Lingard","","John",""," <i>A History of England from the First Invasion by the Romans to the Revolution in 1688</i> ","8","London: Mawman","1819-1830","The publisher of the later volumes was Baldwin and Cradock."
"795","Commines","","Philippe de","","<i>Cronique hystoire faicte et composee par messire Phelippe de Commines</i>","1","Paris: Couteau","1534",""
"796","Hunt","","Thornton","","\'The English Convict System\'","1","<i>Cornhill</i> (3 June 1861),  708.","",""
"797","Mozley","","Anne","","<i>Essays on Social Subjects from the Saturday Review</i>","2","Edinburgh: Blackwood","1865",""
"798","Knatchbull-Hugessen","","Edward","","<i>Crackers for Christmas: More Stories</i>","1","London: Macmillan","1870",""
"799","Knatchbull-Hugessen","","Edward","","\'The Search after Happiness\'","1","<i>MP</i> (February 1871), 200.","",""
"800","Norris","The Rev. Canon","John Pilkington","","<i>A Key to the Narrative of the Four Gospels</i>","1","London: Rivington","1869",""
"801","Valentine","","Laura","","\'The Crawl: A Legend of Tichborne\'","1"," <i>MP</i> ns 12 (July 1871).","","Verses published in the [[other:52]<i>Monthly Packet</i>]."
"802","Guizot","","François","and Henriette de Witt","<i>L\'histoire de France depuis les temps les plus reculés jusqu\'en 1789, racontée à mes petits-enfants</i>","5","Paris: Hachette","1870-1876","The fifth volume was completed by Henriette de Witt from her father\'s notes.  In 1878-9 she published a further two volumes, taking the history to 1848."
"803","Guizot","","François","","<i>L\' histoire de France depuis 1789 jusqu\'en 1848: racontée à mes petits-enfants: leçons recueillies par Madame de Witt</i>","2","Paris: Hachette","1878-1879",""
"804","Wordsworth","","Christopher","","<i>The Holy Bible with notes and Introductions</i>","6","London: Rivington","1869-1871",""
"805","Pusey","The Rev.","E. B.","","<i>The Holy Bible with a commentary explanatory and practical</i>","1","Oxford: Parker","1860",""
"806","Wordsworth","","Elizabeth","","\'On an Olive Branch\'","1","<i>MP</i> (September 1871) 222-5","",""
"807","Betham-Edwards","","Matilda","","<i>The Sylvestres</i>","3","London: Hurst and Blackett","1871","Originally serialized in <i>Good Words</i>, January-December 1871."
"808","Saunders","","Katherine","","<i>The High Mills</i>","3","London: King","1874","Originally published in a shorter version in <i>Good Words</i>, 1871."
"809","Sewell","","Elizabeth Missing","","<i>Some Questions of the Day</i>","1","London: Longman","1875","This originally appeared as \'Questions of the Day\', an irregular series of articles on theology in the <i>Monthly Packet</i> (June 1871-May 1875).

See also [[person:1301]Elizabeth Sewell]."
"810","Flaherty","","W. E.","","<i>The New School-history of England: From Early Writers and National Records</i>","1","Oxford: Parker","1870",""
"811","Callcott","Maria, Lady","","","<i>Little Arthur’s History of England</i>","1","London: Murray","1835",""
"812","Sewell","","Elizabeth Missing","","<i>A First History of Greece</i>","1","London: Longman","1852","See also [[person:1301]Elizabeth Sewell]."
"813","Sewell","","Elizabeth Missing","","<i>The Child’s First History of Rome</i> ","1","London: Longman","1849","See also [[person:1301]Elizabeth Sewell]."
"814","Hoare","Sir","Richard Colt Hoare","","<i>The History of Ancient Wiltshire</i>","2","London: Miller","1810-1821",""
"815","Peard","","Frances Mary","","<i>One Year, or, A Story of Three Homes</i>","1","London: Warne","1869",""
"816","Wilford","","Florence","","<i>Dominie Freylinghausen</i> ","1","London: Mozley","1875"," It ran as a serial in <i>MP</i> ns 13 (January-June 1872)."
"817","De Witt","","Henriette","","\'Alone on the Norman Coast in 1870\'","1","<i>MP</i> (Christmas 1872), 23-33.","1872",""
"818","Coleridge","","Christabel","","\'Minne\'s Knight\'","1","<i>MP</i> (Christmas 1872) 217-233.","1872",""
"819","","","","","\'Swarthy at Home, or, Our Stay on Ascension Isle\'","1","<i>MP</i> (Christmas 1872) 34-55.","","The story is signed \'Mother Carey\'."
"820","Gee","","Evelyn","","\'What the Church Eagle Said\'","1","<i>MP</i> (Christmas 1872), 4-22.","1872.",""
"821","","","","","\'The Fairy Bride\'","1","<i>MP</i> (Christmas 1872), 232-43.","1872",""
"822","","","","","\'A Story of Catalan Bay\'","1","<i>MP</i> (Christmas 1872), 72-89.","1872",""
"823","Williams","The Rev.","Isaac","","<i>Hymns translated from the Parisian Breviary</i>","1","London: Rivington","1839",""
"824","Knox","","Isa","","<i>The Little Folks\' History of England</i>","1","London: Cassell","1872",""
"825","Sewell","","Elizabeth Missing","","<i>A Catechism of English History</i>","1","London: Longman","1872","See also [[person:1301]Elizabeth Sewell]."
"826","Thompson","","Edith","","<i>History of England</i> ","1","London: Macmillan","1873","This was published in the \'Historical Course for Schools\' series edited by E. A. Freeman."
"827","Sime","","James",""," <i>History of Germany</i> ","1","London: Macmillan","1874","This was published in the \'Historical Course for Schools\' series edited by E. A. Freeman."
"828","Freeman","","Edward Augustus","","<i>General Sketch of European History</i>","1","London: Macmillan","1872","This was the first volume in the \'Historical Course for Schools\' series edited by Freeman."
"829","Coleridge","","Christabel","","<i>Hanbury Mills: A Study of Contrasts</i>","1","London: Warne","1872",""
"830","Mercier","","Anne","","<i>Our Mother Church, Being Simple Talk on High Topics</i>","1","London: Rivington","1872",""
"831","Frere","","Augusta Frederica","","<i>English Links of Foreign Forging, or, \'The Lady with the Long Nose\'</i>","1","<i>MP</i> (January 1871-September 1873)","1871-1873",""
"832","Mercier","","Anne",""," <i>Garnston, or, A Life’s Discipline</i> ","1","London: Warne","1872",""
"833","Jacob","","Gertrude",""," <i>The Raja of Saráwak : An account of Sir James Brooke, K.C.B., LL.D., given chiefly through letters and journals</i>","1","London: Macmillan","1876","Originally published in <i>MP</i> (August 1873- August 1874).
"
"834","Jacob","","Gertrude",""," \'Twilight\' ","1","<i>MP</i> ns 16 (July 1873) 100-104.","1873","See also [[person:751]Gertrude Jacob]."
"835","Medhurst","","Blanche C.","","\'Ascension Day\'","1","<i>MP</i> (May 1874), 409.","1874",""
"836","Conyers","","Ansley","","<i>Chesterleigh</i>","1","London: King","1873",""
"837","Hawkins","","Laetitia Maria","","<i>Rosanne, or, A Father\'s Labour Lost</i>","3","London: Rivington","1814",""
"838","Coleridge","","Christabel","","\'The Light of the Sun\'","1","<i>MP</i> (Christmas 1873), 100-110.","1873","This story subsequently appeared in Coleridge\'s [[otherbook:437]<i>The Face of Carlyon and Other Stories</i>]."
"839","Medhurst","","Blanche C.",""," \'New Year\'s Eve\' ","1","<i>MP</i> 16 (December 1873) 519.","1873","See also [[person:988]Blanche Medhurst]."
"840","Palmer","","Laura Elizabeth","","\'Knight-Errantry, or, The Red Cross Knight and Una, 1852\'","1","<i>MP</i> (May 1874), 487-492.","1874",""
"841","Adams","","Ernest","","<i>The Elements of the English Language</i>","1","London: Bell and Daldy","1858",""
"842","","","","","<i>The Life and Adventures of Lady Anne, the Little Pedlar</i>","1","London: Souter","1823",""
"843","Butler","","Arthur John","","\'Classification of the Aryan Languages\'","1","<i>MP</i> (April 1874) 4-6.","1874","This answer to one of the Spider questions is attributed to Butler because it is apparently referred to in a letter to him from CMY."
"844","P.","","C.","","‘The Children in the Forest’","1","<i>MP</i> (November 1856), 376-384.","1856",""
"845","Freeman","","Edward Augustus","","<i>King Ine</i>","2","Taunton, reprinted from the <i>Proceedings of the Somersetshire Archaeological and Natural History Society</i>","1872, 1874",""
"846","Macarthur","","Margaret","","<i>History of Scotland</i> ","1","London: Macmillan","1873","This was volume 3 of the Historical Course for Schools series edited by [[person:523]E. A. Freeman]."
"847","Kitchin","The Rev.","G. W.","","<i>A History of France</i>","3","Oxford: Clarendon Press","1873-7",""
"848","Guizot","","François","","<i>Lettres à sa fille Henriette (1836-1874)</i> ed. Laurent Theis ","1","Paris: Perrin","2002",""
"849","Palmer","","Laura Elizabeth","","\'Itys, the Faun\'","1","<i>MP</i> (Christmas 1874) 5-23.","1874",""
"850","Guizot","","Francois","","<i>Histoire de la civilisation en france depuis la chute de l\'empire romain jusque en 1789</i>","5","Paris: Pichon et Didier","1829",""
"852","Bramston","","Mary Eliza","","<i>The Carbridges: A Suburban Story</i>","1","London: Warne","1874",""
"853","Sewell","","Elizabeth Missing","","<i>Popular History of France from the Earliest Period to the Death of Louis XIV</i>","1","London: Longman","1876","See also [[person:1301]Elizabeth Sewell]."
"854","Wordsworth","","Elizabeth","","<i>Thoughts for a Chimney Corner</i>","1","London: Hatchards","1873",""
"855","Weber","","Alice","","\'I Wonder Why\'","1","<i>MP</i> (November 1874), 470-480.","1874",""
"856","Butt","","Beatrice and Geraldine","","<i>Lads and Lasses</i>","1","Edinburgh: Grant","1876",""
"857","Freeman","","Edward Augustus","","<i>The Growth of the English Constitution from the Earliest Times</i>","1","London: macmillan","1872",""
"858","Green","","John Richard","","<i>A Short History of the English People</i>","1","London: Macmillan","1874",""
"859","Hart","","Elizabeth Anna","","\'Disobedient Cecil\'","1","<i>MP</i> (July 1874-June 1876)","1874-1876","This serial story does not seem to have been published separately.  The attribution to Hart does not rest solely on the letter;  it is described as by the author of <i>Mrs Jerningham\'s Journal</i>."
"860","Warburton","The Rev.","William Parsons","","<i>Edward III</i>","1","London: Longman","1875",""
"861","Du Guesclin","","Bertrand","","<i>Histoire de Messire Bertrand Du Guesclin Connestable de France</i>","1","Paris: Cramoisy","1618","
"
"862","Helmore","","Margaret Cecilia","","<i>Cap and Bells</i>","3","London: Smith, Elder","1875",""
"863","Bramston","","Mary Eliza","","\'The Island of Progress\'","1","<i>MP</i> (Christmas 1875), 213-238.","",""
"864","Awdry","","Frances","","\'An Owl\'s Nest\'","1","<i>MP</i> (Christmas 1875), 162-83.","1875","Signed F. A.."
"865","Coleridge","","Christabel","","<i>Hugh Crichton\'s Romance</i>","3","London: Macmillan","1875",""
"866","Webb","The Rt. Rev.","Allan Becher",""," \'The Work of Women at Home for Foreign Missions\'","1","<i>MP</i> ns 20 (November 1875) 397-403.","1875","See also [[person:1479]Allan Becher Webb]."
"867","Keary","","Annie","","<i>A York and a Lancaster Rose</i>","1","London: Macmillan","1876","Originally serialized in <i>MP</i> (January 1875-May 1876)."
"868","Peard","","Frances Mary","","<i>A Winter Story</i>","1","London: Smith, Elder","1875","Originally serialized in <i>MP</i> (January-December 1875)."
"869","Stephenson","","Gwendolen","","<i>Edward Stuart Talbot 1844-1934</i>","1","London: SPCK","1936",""
"870","Greene","","Louisa Lilias","","<i>God\'s Silver, or, Youthful Days</i>","1","London: Warne","1877","This included a story, \'The Haunted Sacks\', which hadappeared in <i>MP</i> (Christmas 1875), 75-101."
"871","Owen","","A. C.","","<i>The Arts Schools of Mediæval Christendom</i> ","1","London: Mozley & Smith","1876",""
"872","King","The Rev. Canon","Edward","","<i>Meditations on the Last Seven Words of Our Lord Jesus Christ</i>","1","Oxford: Mowbray","1876",""
"873","Neale","","John Mason","","<i>A History of Portugal</i>","1","London: Masters","1861",""
"874","Waller","The Rev.","Charles Henry","","  <i>Names on the Gates of Pearl and Other Studies</i>","1","London: Low","1875",""
"875","Kennard","","Mrs","","‘A lady’s visit to the Herzegovinian insurgents.’ ","1","<i>Cornhill Magazine</i>, vol 34 (July 1876), 60-73. ","1876",""
"876","Bussell","","Euphemia E. G.","","\'Our Young Ladies, as Described by the Minister\'s Daughter\'","1","<i>MP</i> (January-November 1877)","1877","Evidently not published separately in volume form."
"877","Romanoff","","Harriet","","\'Orina\'","1","<i>MP</i> (January-June 1877)","1877","Apparently not published separately in volume form."
"878","Carey","","Rosa Nouchette","","<i>Heriot\'s Choice: A Tale</i>","3","London: Bentley","1879","Originally serialized in <i>MP</i> (July 1877-October 1879)."
"879","Weber","","Alice","","<i>At Sixes and Sevens</i>","1","London: Mozley & Smith","1877","This was a sequel to the writer\'s [[otherbook:855]\'I Wonder Why\'], which appeared in <i>MP</i> (1874) but not separately."
"880","Peard","","Frances Mary","","<i>Unawares: A Story of an old French Town</i> ","1","London: Smith, Elder","1870",""
"881","Peard","","Frances Mary","","<i>The Rose Garden</i>","1","London: Smith, Elder","1872",""
"882","Thynne","","Harriet Frances","","<i>Off the Line</i>","1","London: Hurst & Blackett","1867",""
"883","Thynne","","Harriet Frances","","<i>Colonel Fortescue\'s Daughter</i>","3","London: Hurst & Blackett","1868",""
"884","Freeman","","Edward Augustus","","<i>Historical Essays</i>","4","London: Macmillan","1871-1892",""
"885","Bramston","","Mary Eliza","","<i>Ralph and Bruno</i>","2","London: Macmillan","1875",""
"886","Sibley","","John Langdon","","<i>Biographical Sketches of Graduates of Harvard University in Cambridge, Massachusetts</i> ","3","Cambridge, Mass.: Sever","1873",""
"887","Sewell","","Elizabeth Missing","","\'Causes of the French Revolution\' ","1","<i>MP</i> ns 24 (November 1877) 403-414, and (December 1877) 519-30. ","1877","See also [[person:1301]Elizabeth Sewell]."
"888","Tyrwhitt","The Rev.","Richard St. John","","\'The Basilica\'","1","<i>MP</i>, (January 1878-July 1880).","1878-1880",""
"889","Carter Smith","","Ann Maria","","<i>Regent Rosalind: A Story</i>","1","London: Tinsley","1878","Described as by the author of \'The Wynnes\', and the preface signed A. C. D.."
"890","Wordsworth","","Elizabeth","","<i>Ebb and Flow, or, He did his best:  A Story of Five Years Ago</i>","2","London: Smith","1883","Published pseudonymously under the name \'Grant Lloyd\'. "
"891","Callcott","","Maria, Lady","","<i>A Short History of Spain</i>","2","London: Murray","1828",""
"892","Perez de Hyta","","Gines","","<i>Historia de los vandos de los Zegries y Abencerrages caualleros moros de Granada, de las ciuiles guerras</i> ","1","Saragossa","1595",""
"893","Irving","","Washington","","<i>The Alhambra</i>","2","London: Colburn and Bentley","1832",""
"894","Longfellow","","Henry Wadsworth","","<i>Outre-mer: A Pilgrimage beyond the Sea</i>","2","Boston: Hilliard","1833-1834",""
"895","Ebers","","Georg","","<i>Uarda: A Romance of Ancient Egypt</i>, translated from German by Clara Bell","2","Leipzig: Tauchnitz","1877","First published in German, Stuttgart 1877."
"896","O\'Brien","","Constance","","\'Shakespeare Talks with Uncritical People\'","1","<i>MP</i> (January-July 1878)","1878",""
"897","Lockhart","","John Gibson","","<i>Ancient Spanish Ballads, historical and romantic</i> Translated by J. G. Lockhart","1","Edinburgh: Blackwood and Cadell","1823","
"
"898","Goldsmith","","Oliver","","<i>The Good Natur\'d Man</i>","1","London: Griffin","1768","The play was first performed in the same year."
"899","Charlesworth","","Maria Louisa","","<i>The Old Looking-Glass, or, Mrs Dorothy Cope’s Recollections of Service</i> ","1","London: Seeley","1878 [1877]",""
"900","","","","","\'Miss Yonge\'s History of Christian Names\' ","1","<i>Saturday Review</i> (11 July 1863), 58-60","1863",""
"901","Osborn","","Robert Durie","","<i>Islam under the Arabs</i>","1","London: Longman","1876",""
"902","Coleridge","","Christabel","","<i>An English Squire: A Novel</i>","3","London: Sampson Low","1881",""
"903","Arnold","","Matthew","","<i>Schools and Universities on the Continent</i>","1","London: Macmillan","1868",""
"904","Villari","","Linda","","\'A Summer in the Appenines\'","1","<i>MP</i> (July -December 1878).","1878",""
"905","Ridding","","Laura","","<i>Sophia Matilda Palmer, Comtesse de Franqueville 1852-1915</i>","1","London: Murray","1919",""
"906","Macgregor","","Cecilia","","\'Chapters on Early Church History\'","1","<i>MP</i> (September 1878) 210-6","1878","Only one chapter ever appeared."
"907","Habberton","","John","","<i>Helen\'s Babies, with some Account of their Ways Innocent, Crafty, Angelic, Impish, Witching, and Repulsive . . . by their Latest Victim</i>","1","Boston: Loring","1876","

"
"908","Bramston","","Mary Eliza","","<i>The Snowball Society: A Story for Children</i>","1","London: SPCK","1877",""
"909","Alldridge","","Lizzie","","<i>Clare: A Narrative in one Volume</i>","1","London: Marcus Ward","1878","This appeared in the publisher\'s \'Bluebell\' series, alongside CMY\'s [[cmybook:125]<i>The Disturbing Element</i>]."
"910","Dozy","","Reinhart","","<i>Recherches sur l’histoire politique et littéraire de l’Espagne pendant le moyen age </i>","1","Leyden: Brill","1849","
"
"911","Aulnoy","","Marie Catherine, Comtesse d\'","","<i>Contes Nouveaux</i>","1","Paris","1715",""
"912","Dahn","","Felix","","<i>Die Könige der Germanen : Das Wesen des ältesten Königthums der germanischen Stämme und seine Geschichte bis auf die Feudalzeit</i>","6","Munich, Wurzburg:","1861-1871","
"
"913","Bigg Wither","The Rev.","Reginald","","<i>History of the foundation and of the chief incidents in the gradual establishment of St. Thomas\' Home, Basingstoke, the Winchester Diocesan Penitentiary for Friendless and Fallen Women</i>","1","Basingstoke: Jacob","1887",""
"914","Nichol","","John","","<i>English Composition</i> ","1","London: Macmillan","","It appeared in Macmillan\'s \'Literature Primers\' series, edited, like the \'History Primers\' to which CMY contributed, by John Richard Green."
"915","Ornsby","The Rev. Canon","George","","<i>Diocesan Histories: York</i>","1","London: SPCK","1882",""
"916","De Witt","","Henriette Elizabeth","","<i>En Quarantaine: jeux et récits</i>","1","Paris: Bibliothèque rose illustrée","1878",""
"917","Villari","","Linda","","\'The Angel of Viareggio: A Tale of Child-Life in Italy\'","1","<i>MP</i> (January-July 1880)","1880","Not separately published under this title."
"918","Church","The Rev.","Richard William","","<i>Spenser</i>","1","London: Macmillan","1879","This appeared in Macmillan\'s \'Men of Letters\' series."
"919","Shairp","","John Campbell","","<i>Burns</i>","1","London: Macmillan","1879","This appeared in Macmillan\'s \'Men of Letters\' series."
"920","Pascoe","","Charlotte Champion","","<i>Walks about St. Hilary, chiefly among the Poor</i>","1","Penzance: Beare","1879","edited by Charlotte Rogers and Mary Rogers"
"921","Warren","","Susanna","","<i>Stories for the Saints’ Days</i>","1","London: SPCK","1873","This appeared under the initials \'S.W.\'.  It had originally been published in the <i>Monthly Paper of Sunday Teaching</i>."
"922","Blackstone","","Margaret","","<i>The Prophet Daniel Explained, in a Series of Readings for Young Persons</i>","2","London: Mozley","1873-1874","This originally appeared in the <i>Monthly Paper of Sunday Teaching</i>.  It was a translation of François Samuel Louis Gaussen, <i>Daniel le prophète, exposé dans une suite de leçons</i> 2 vols (Paris: Librairie protestante 1848-1850)."
"923","Freeman","","Edward Augustus","","<i>History of the Cathedral Church of Wells</i>","1","London: Macmillan","1870",""
"924","Lindsay","","Thomas M. ","","\'Scotch Students at Oxford Five Hundred Years Ago\'","1","<i>Macmillan\'s Magazine</i> 22 (July 1870) 230.","1870",""
"925","How","The Rt. Rev.","William Walsham","","\'Told at a Village Inn to a Naturalists\' Field Club on a Wet Day (Founded on a Fact)\'","1","<i>MP</i> (February 1885), 101-9.","","Signed \'William Walsham Bedford\', and by the Rt. Rev. William Walsham How, suffragan Bishop of Bedford."
"926","Neale","","John Mason","","<i>Songs and Ballads for Manufacturers</i> ","1","London: Burns","1846",""
"927","Neale","","John Mason","","<i>Stories from Heathen Mythology and Greek History for the Use of Christian Children</i>","1","London: Masters","1847",""
"928","Thrupp","","Joseph Francis","","<i>An Introduction to the Study and Use of the Psalms</i>","2","London: Macmillan","1860",""
"929","Palgrave","","Francis Turner","","<i>The Visions of England</i>","1","London: the Author","1880",""
"930","Ingelow","","Jean","","<i>Don John: A Story</i>","3","London: Sampson Low","1881",""
"932","Wordsworth","","Christopher","(editor)"," <i>The New Testament of our Lord and Saviour Jesus Christ in the original Greek</i>","4","London: Rivington","1856-1860",""
"933","Lecoultre","","Henri","","<i>Sister Augustine, Superior of the Sisters of Charity at the St. Johannis Hospital at Bonn</i>","1","London: Kegan Paul","1880","This was an authorized translation, by Emily Augusta, Lady Durand, of Henri Lecoultre’s German biography of Amalie von Lasaulx (1815-1872).  "
"934","Coleridge","","Christabel","","<i>Kingsworth, or, The Aim of a Life</i>","1","London: Masters","1882","Published by December 1881."
"935","Shirreff","","Emily","and others","<i>Essays on the Kindergarten. Being a selection of lectures read before the London Froebel Society</i> ","1","London: Swan Sonnenschein","1881",""
"936","Carter Smith","","Ann Maria","","‘A Little Less than Kin and More than Kind’ ","1","<i>MP</i>  (April-June 1882)","1882",""
"937","Trollope","","Anthony","","<i>Dr. Thorne: A Novel</i>","3","London: Chapman and Hall","1858",""
"938","Creighton","","Louise","","<i>Life of Edward, the Black Prince</i>","1","London: Rivington","1876",""
"939","James","","G. P. R.","","<i>History of Edward the Black Prince and of various events connected therewith, which occurred during the reign of Edward III, King of England</i>","2","London: Longman","1836",""
